stkcd,名稱,change_type,eff_date,remarks,event_type,ann_date
002766,索菱股份,加入,2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf,In,
002769,普路通,加入,2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf,In,
002782,可立克,加入,2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf,In,
300438,鵬輝能源,加入,2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf,In,
002791,堅朗五金,加入,2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf,In,
002792,通宇通訊,加入,2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf,In,
002797,第一創業,加入,2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf,In,
002801,微光股份,加入,2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf,In,
002802,洪匯新材,加入,2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf,In,
300048,合康新能,加入,2017-01-03,有關更改乃根據深港通的市值要求。,In,
300056,三維絲,加入,2017-01-03,有關更改乃根據深港通的市值要求。,In,
300073,當升科技,加入,2017-01-03,有關更改乃根據深港通的市值要求。,In,
300097,智雲股份,加入,2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf,In,
300153,科泰電源,加入,2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf,In,
300465,高偉達,加入,2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf,In,
300507,蘇奧傳感,加入,2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf,In,
300476,勝宏科技,加入,2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf,In,
000720,新能泰山,移至深股通特別證券/中華通特別證券名單 (只可賣出),2017-01-03,有關更改乃根據深港通的市值要求。,Special,
000680,山推股份,移至深股通特別證券/中華通特別證券名單 (只可賣出),2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,
000652,泰達股份,移至深股通特別證券/中華通特別證券名單 (只可賣出),2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf,Special,
000532,力合股份,移至深股通特別證券/中華通特別證券名單 (只可賣出),2017-01-03,有關更改乃根據深港通的市值要求。,Special,
000523,廣州浪奇,移至深股通特別證券/中華通特別證券名單 (只可賣出),2017-01-03,有關更改乃根據深港通的市值要求。,Special,
000422,湖北宜化,移至深股通特別證券/中華通特別證券名單 (只可賣出),2017-01-03,有關更改乃根據深港通的市值要求。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,
000760,斯太爾,移至深股通特別證券/中華通特別證券名單 (只可賣出),2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf,Special,
000410,瀋陽機床,移至深股通特別證券/中華通特別證券名單 (只可賣出),2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,
000301,東方市場,移至深股通特別證券/中華通特別證券名單 (只可賣出),2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf,Special,
000151,中成股份,移至深股通特別證券/中華通特別證券名單 (只可賣出),2017-01-03,有關更改乃根據深港通的市值要求。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,
000043,中航地產,移至深股通特別證券/中華通特別證券名單 (只可賣出),2017-01-03,有關更改乃根據深港通的市值要求。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,
000016,深康佳Ａ,移至深股通特別證券/中華通特別證券名單 (只可賣出),2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf,Special,
000010,美麗生態,移至深股通特別證券/中華通特別證券名單 (只可賣出),2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf,Special,
300518,盛訊達,加入,2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf,In,
000401,冀東水泥,移至深股通特別證券/中華通特別證券名單 (只可賣出),2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,
000782,美達股份,移至深股通特別證券/中華通特別證券名單 (只可賣出),2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf,Special,
300511,雪榕生物,加入,2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf,In,
000850,華茂股份,移至深股通特別證券/中華通特別證券名單 (只可賣出),2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf,Special,
300481,濮陽惠成,加入,2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf,In,
300484,藍海華騰,加入,2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf,In,
300495,美尚生態,加入,2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf,In,
300502,新易盛,加入,2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf,In,
300503,昊誌機電,加入,2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf,In,
300506,名家匯,加入,2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf,In,
002604,龍力生物,加入,2017-01-03,有關更改乃根據深港通的市值要求。,In,
300508,維宏股份,加入,2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf,In,
000982,中銀絨業,移至深股通特別證券/中華通特別證券名單 (只可賣出),2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf,Special,
000932,華菱鋼鐵,移至深股通特別證券/中華通特別證券名單 (只可賣出),2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf,Special,
000931,中關村,移至深股通特別證券/中華通特別證券名單 (只可賣出),2017-01-03,有關更改乃根據深港通的市值要求。,Special,
000922,佳電股份,移至深股通特別證券/中華通特別證券名單 (只可賣出),2017-01-03,有關更改乃根據深證成份指數和深證中小創新指數在2016年12月12日公告的成份股變動。詳情請參閱http://www.szse.cn/main/files/2016/12/12/%E5%85%B3%E4%BA%8E%E8%B0%83%E6%95%B4%E6%B7%B1%E8%AF%81%E6%88%90%E6%8C%87%E3%80%81%E4%B8%AD%E5%B0%8F%E6%9D%BF%E6%8C%87%E3%80%81%E5%88%9B%E4%B8%9A%E6%9D%BF%E6%8C%87%E3%80%81%E6%B7%B1%E8%AF%81100%E7%AD%89%E6%8C%87%E6%95%B0%E6%A0%B7%E6%9C%AC%E8%82%A1%E7%9A%84%E5%85%AC%E5%91%8A.pdf1.pdf,Special,
