stkcd,名稱,change_type,eff_date,remarks,event_type,ann_date,event_class_v1,trigger_class_v1,trigger_reference_date,ann_date_batch,batch_search_status,strict_baseline_candidate,broad_candidate,exclude_reason_v1,manual_check_flag,core_state_before,core_state_after,event_class_v2,state_validation_v2,is_core_state_transition,state_check_pass,baseline_candidate_v2
600756,浪潮軟件,移至滬股通特別證券/中華通特別證券名單 (只可賣出),2024-06-24,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格上交所證券名單及可賣空的合資格滬股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-06-20,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
600620,天宸股份,移至滬股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格上交所證券名單及可賣空的合資格滬股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
600965,福成股份,移至滬股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格上交所證券名單及可賣空的合資格滬股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
600172,黃河旋風,移至滬股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格上交所證券名單及可賣空的合資格滬股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
600238,海南椰島,移至滬股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格上交所證券名單及可賣空的合資格滬股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
600227,赤天化,移至滬股通特別證券/中華通特別證券名單 (只可賣出),2024-06-24,半年度調整考察時不符合相關資格準則的股票。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-06-20,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
603399,永杉鋰業,移至滬股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格上交所證券名單及可賣空的合資格滬股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
600537,億晶光電,移至滬股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格上交所證券名單及可賣空的合資格滬股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
600818,中路股份,移至滬股通特別證券/中華通特別證券名單 (只可賣出),2023-12-18,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格上交所證券名單及可賣空的合資格滬股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
002184,海得控制,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
002256,兆新股份,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
002329,皇氏集團,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
002277,友阿股份,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
002301,齊心集團,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
002298,中電興發,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-06-24,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-06-20,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
000607,華媒控股,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
000592,平潭發展,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
000576,甘化科工,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-06-24,半年度調整考察時不符合相關資格準則的股票。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-06-20,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
000720,新能泰山,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
000428,華天酒店,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-06-24,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-06-20,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
002037,保利聯合,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-06-24,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-06-20,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
002047,寶鷹股份,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-06-24,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-06-20,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
002022,科華生物,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
002095,生意寶,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
002117,東港股份,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
002090,金智科技,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-06-24,半年度調整考察時不符合相關資格準則的股票。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-06-20,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
002055,得潤電子,移至深股通特別證券/中華通特別證券名單 (只可賣出),2025-06-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2025-06-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
000982,中銀絨業,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-06-24,截至2024年6月13日，股票收盤價已連續十四個交易日低於1元。參閱公司公告（https://www.szse.cn/disclosure/listed/bulletinDetail/index.html?01911af0-8912-4a95-9fb8-8823ac676ab6），根據《深圳證券交易所股票上市規則（2024年修订）》的第9.2.1條（http://docs.static.szse.cn/www/lawrules/rule/stock/supervision/mb/W020240430677262007864.pdf），若上市公司連續二十個交易日的每日股票收盤價均低於1元，深交所將終止其股票上市交易。因此，於半年度調整考察時決定將該股票由中華通證券名單調出。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-06-20,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
000826,啟迪環境,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-06-24,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-06-20,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
000793,華聞集團,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-06-24,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-06-20,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
000816,智慧農業,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-06-24,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-06-20,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
000042,中洲控股,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-06-24,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-06-20,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
002678,珠江鋼琴,移至深股通特別證券/中華通特別證券名單 (只可賣出),2023-12-18,半年度調整考察時不符合相關資格準則的股票。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
002658,雪迪龍,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
002717,嶺南股份,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
002614,奧佳華,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
002640,跨境通,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
300032,金龍機電,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-06-24,半年度調整考察時不符合相關資格準則的股票。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-06-20,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
300052,中青寶,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
300055,萬邦達,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
300066,三川智慧,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
300025,華星創業,移至深股通特別證券/中華通特別證券名單 (只可賣出),2025-12-22,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2025-12-17,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
002474,榕基軟件,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-06-24,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-06-20,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
002425,凱撒文化,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-06-24,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-06-20,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
002431,棕櫚股份,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
002547,春興精工,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
002554,惠博普,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-06-24,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-06-20,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
002570,貝因美,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-06-24,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-06-20,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
002589,瑞康醫藥,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
002376,新北洋,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
300485,賽升藥業,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
300160,秀強股份,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
300081,恒信東方,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
300110,華仁藥業,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
300266,興源環境,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-06-24,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-06-20,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
300204,舒泰神,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-06-24,半年度調整考察時不符合相關資格準則的股票。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-06-20,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
002695,煌上煌,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
300518,新迅達,移至深股通特別證券/中華通特別證券名單 (只可賣出),2023-12-18,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
000838,財信發展,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-06-24,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-06-20,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
000965,天保基建,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-06-24,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-06-20,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
002427,尤夫股份,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
603777,來伊份,移至滬股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格上交所證券名單及可賣空的合資格滬股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
002300,太陽電纜,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
002623,亞瑪頓,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
603421,鼎信通訊,移至滬股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
002321,華英農業,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
603180,金牌廚櫃,移至滬股通特別證券/中華通特別證券名單 (只可賣出),2024-06-24,半年度調整考察時不符合相關資格準則的股票。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-06-20,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
002912,中新賽克,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
000789,萬年青,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
