stkcd,名稱,change_type,eff_date,remarks,event_type,ann_date,event_class_v1,trigger_class_v1,trigger_reference_date,ann_date_batch,batch_search_status,strict_baseline_candidate,broad_candidate,exclude_reason_v1,manual_check_flag,core_state_before,core_state_after,event_class_v2,state_validation_v2,is_core_state_transition,state_check_pass,baseline_candidate_v2
688275,萬潤新能,加入,2023-11-20,月度調整考察時符合相關資格準則的股票。由於該股票同時包括在上交所融資融券名單中，因此該股票將同時被納入合資格滬股通保證金交易股票名單及合資格滬股通擔保賣空股票名單內。有關上交所融資融券名單詳情， 請參閱http://www.sse.com.cn/services/tradingservice/margin/home/ 。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-11-10,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
688372,偉測科技,加入,2023-11-20,月度調整考察時符合相關資格準則的股票。由於該股票同時包括在上交所融資融券名單中，因此該股票將同時被納入合資格滬股通保證金交易股票名單及合資格滬股通擔保賣空股票名單內。有關上交所融資融券名單詳情， 請參閱http://www.sse.com.cn/services/tradingservice/margin/home/ 。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-11-10,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
688061,燦瑞科技,加入,2023-11-20,月度調整考察時符合相關資格準則的股票。由於該股票同時包括在上交所融資融券名單中，因此該股票將同時被納入合資格滬股通保證金交易股票名單及合資格滬股通擔保賣空股票名單內。有關上交所融資融券名單詳情， 請參閱http://www.sse.com.cn/services/tradingservice/margin/home/ 。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-11-10,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
688061,燦瑞科技,移至滬股通特別證券/中華通特別證券名單 (只可賣出),2024-06-24,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格上交所證券名單及可賣空的合資格滬股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-06-20,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
301559,中集環科,加入,2023-11-20,月度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-11-10,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
301558,三態股份,加入,2023-11-20,月度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-11-10,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
301550,斯菱股份,加入,2023-11-20,月度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-11-10,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
301517,陝西華達,加入,2023-11-20,月度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-11-10,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
301500,飛南資源,加入,2023-11-20,月度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-11-10,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
688409,富創精密,加入,2023-11-20,月度調整考察時符合相關資格準則的股票。由於該股票同時包括在上交所融資融券名單中，因此該股票將同時被納入合資格滬股通保證金交易股票名單及合資格滬股通擔保賣空股票名單內。有關上交所融資融券名單詳情， 請參閱http://www.sse.com.cn/services/tradingservice/margin/home/ 。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-11-10,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
000862,銀星能源,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
688698,偉創電氣,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在上交所融資融券名單中，因此該股票將同時被納入合資格滬股通保證金交易股票名單及合資格滬股通擔保賣空股票名單內。有關上交所融資融券名單詳情， 請參閱http://www.sse.com.cn/services/tradingservice/margin/home/ 。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
301085,亞康股份,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
301191,菲菱科思,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
301221,光庭信息,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
301221,光庭信息,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
301255,通力科技,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
301255,通力科技,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-06-24,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-06-20,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
301312,智立方,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
301312,智立方,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
301315,威士頓,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
301315,威士頓,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
301366,一博科技,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
301368,豐立智能,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
301061,匠心家居,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
300972,萬辰集團,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
300926,博俊科技,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
300913,兆龍互連,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
300779,惠城環保,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
300688,創業黑馬,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
300683,海特生物,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
300683,海特生物,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-06-24,半年度調整考察時不符合相關資格準則的股票。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-06-20,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
300580,貝斯特,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
300510,金冠股份,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
300510,金冠股份,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
300446,航天智造,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
300444,雙杰電氣,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
300389,艾比森,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
300280,紫天科技,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
300280,紫天科技,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
300140,節能環境,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
002896,中大力德,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
002855,捷榮技術,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
002116,中國海誠,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
001376,百通能源,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
000962,東方鉭業,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
000628,高新發展,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
000411,英特集團,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
001306,夏廈精密,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
001306,夏廈精密,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
001378,德冠新材,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
001378,德冠新材,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-12-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-12-18,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
002536,飛龍股份,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
002548,金新農,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
002548,金新農,移至深股通特別證券/中華通特別證券名單 (只可賣出),2024-06-24,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,,SELL_ONLY,PERIODIC_ADJUSTMENT,,2024-06-20,FOUND,Y,Y,,,BUYABLE,SELL_ONLY,SELL_ONLY,VALID_SELL_ONLY,Y,Y,Y
002892,科力爾,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
002902,銘普光磁,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
002997,瑞鵠模具,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
300042,朗科科技,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
300589,江龍船艇,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
300814,中富電路,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
300882,萬勝智能,加入,2023-12-18,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,,NEW_BUYABLE_CANDIDATE,PERIODIC_ADJUSTMENT,,2023-12-08,FOUND,Y,Y,,,NOT_OBSERVED,BUYABLE,NEW_BUYABLE,VALID_NEW_BUYABLE,Y,Y,Y
